Order_ID,Order_Date,Region,Product_Category,Product_Name,Quantity,Sales_Amount,Profit,Year,Month,Month_Name,YearMonth,Profit_Margin,Revenue_Tier
ORD-101673,2024-07-22,Central,Clothing,Boots,1,61.92,34.26,2024,7,Jul,2024-07,55.33,Mid
ORD-101674,2023-04-03,West,Clothing,Sneakers,2,116.18,67.13,2023,4,Apr,2023-04,57.78,Mid
ORD-101675,2022-07-16,West,Clothing,Jacket,2,109.38,57.78,2022,7,Jul,2022-07,52.83,Mid
ORD-101676,2022-12-22,West,Electronics,Smartphone,5,385.5,86.7,2022,12,Dec,2022-12,22.49,High
ORD-101677,2023-09-18,West,Clothing,Blazer,1,63.52,25.79,2023,9,Sep,2023-09,40.6,Mid
ORD-101678,2024-07-18,East,Electronics,Mouse,1,14.58,3.72,2024,7,Jul,2024-07,25.51,Low
ORD-101679,2024-03-20,Central,Food & Bev,Sparkling Water,3,5.55,2.71,2024,3,Mar,2024-03,48.83,Low
ORD-101680,2023-06-07,Central,Electronics,Headphones,2,55.42,12.12,2023,6,Jun,2023-06,21.87,Mid
ORD-101681,2024-06-25,West,Electronics,Monitor,2,102.5,25.02,2024,6,Jun,2024-06,24.41,Mid
ORD-101682,2023-07-22,Central,Electronics,Smartphone,4,323.84,56.55,2023,7,Jul,2023-07,17.46,High
ORD-101683,2022-12-01,East,Furniture,Sofa,3,236.82,57.82,2022,12,Dec,2022-12,24.42,High
ORD-101684,2023-04-30,West,Furniture,Sofa,1,72.42,18.73,2023,4,Apr,2023-04,25.86,Mid
ORD-101685,2023-07-28,North,Office Supplies,Notebook,1,12.34,4.81,2023,7,Jul,2023-07,38.98,Low
ORD-101686,2023-08-03,Central,Food & Bev,Sparkling Water,3,5.82,2.25,2023,8,Aug,2023-08,38.66,Low
ORD-101687,2023-01-24,West,Furniture,Lamp,10,174.4,54.28,2023,1,Jan,2023-01,31.12,High
ORD-101688,2023-09-08,South,Office Supplies,Notebook,1,9.08,2.52,2023,9,Sep,2023-09,27.75,Low
ORD-101689,2024-01-11,East,Electronics,Smartphone,4,278.12,59.76,2024,1,Jan,2024-01,21.49,High
ORD-101690,2024-03-27,West,Office Supplies,Binder,3,24.27,9.67,2024,3,Mar,2024-03,39.84,Low
ORD-101691,2022-12-28,West,Food & Bev,Protein Bar,10,24.0,8.13,2022,12,Dec,2022-12,33.88,Low
ORD-101692,2023-03-21,East,Clothing,Boots,3,192.63,75.88,2023,3,Mar,2023-03,39.39,High
ORD-101693,2024-02-15,South,Clothing,Blazer,1,61.11,20.71,2024,2,Feb,2024-02,33.89,Mid
ORD-101694,2023-01-04,North,Furniture,Standing Desk,4,340.28,75.39,2023,1,Jan,2023-01,22.16,High
ORD-101695,2024-10-23,West,Food & Bev,Energy Drink,1,3.0,0.89,2024,10,Oct,2024-10,29.67,Low
ORD-101696,2022-12-01,East,Office Supplies,Pen Set,4,39.28,9.76,2022,12,Dec,2022-12,24.85,Low
ORD-101697,2023-05-07,Central,Furniture,Lamp,1,21.21,4.76,2023,5,May,2023-05,22.44,Low
ORD-101698,2022-07-26,South,Clothing,Blazer,1,60.73,31.97,2022,7,Jul,2022-07,52.64,Mid
ORD-101699,2024-05-19,Central,Food & Bev,Green Tea,2,10.6,3.66,2024,5,May,2024-05,34.53,Low
ORD-101700,2023-03-23,Central,Office Supplies,Tape,2,7.64,3.4,2023,3,Mar,2023-03,44.5,Low
ORD-101701,2022-08-20,North,Clothing,Blazer,3,206.61,79.32,2022,8,Aug,2022-08,38.39,High
ORD-101702,2023-03-05,West,Clothing,Dress Shirt,3,103.26,54.81,2023,3,Mar,2023-03,53.08,Mid
ORD-101703,2023-03-02,West,Food & Bev,Green Tea,2,10.86,5.63,2023,3,Mar,2023-03,51.84,Low
ORD-101704,2023-05-12,East,Furniture,Bookshelf,4,137.52,38.35,2023,5,May,2023-05,27.89,Mid
ORD-101705,2022-10-07,West,Electronics,Tablet,3,225.9,61.64,2022,10,Oct,2022-10,27.29,High
ORD-101706,2022-05-25,West,Electronics,Tablet,1,54.29,10.83,2022,5,May,2022-05,19.95,Mid
ORD-101707,2024-05-08,North,Clothing,T-Shirt,1,13.33,7.23,2024,5,May,2024-05,54.24,Low
ORD-101708,2023-09-22,North,Clothing,Dress Shirt,4,178.72,98.83,2023,9,Sep,2023-09,55.3,High
ORD-101709,2024-01-21,West,Food & Bev,Energy Drink,2,5.84,2.72,2024,1,Jan,2024-01,46.58,Low
ORD-101710,2023-07-19,East,Electronics,Mouse,3,36.84,7.55,2023,7,Jul,2023-07,20.49,Low
ORD-101711,2023-11-30,Central,Electronics,Laptop,4,477.56,79.88,2023,11,Nov,2023-11,16.73,High
ORD-101712,2023-11-17,Central,Office Supplies,Notebook,2,24.44,10.47,2023,11,Nov,2023-11,42.84,Low
ORD-101713,2024-05-18,Central,Furniture,Office Chair,1,54.42,14.94,2024,5,May,2024-05,27.45,Mid
ORD-101714,2023-11-16,West,Electronics,Headphones,2,43.14,9.71,2023,11,Nov,2023-11,22.51,Low
ORD-101715,2023-02-09,West,Furniture,Whiteboard,1,32.81,12.66,2023,2,Feb,2023-02,38.59,Low
ORD-101716,2024-05-21,South,Food & Bev,Granola Mix,2,11.1,4.96,2024,5,May,2024-05,44.68,Low
ORD-101717,2024-05-31,North,Office Supplies,Pen Set,1,10.19,4.3,2024,5,May,2024-05,42.2,Low
ORD-101718,2023-06-01,West,Furniture,Whiteboard,1,31.4,10.3,2023,6,Jun,2023-06,32.8,Low
ORD-101719,2022-08-26,West,Office Supplies,Highlighters,4,19.88,5.17,2022,8,Aug,2022-08,26.01,Low
ORD-101720,2022-11-13,Central,Electronics,Headphones,3,88.08,23.83,2022,11,Nov,2022-11,27.05,Mid
ORD-101721,2023-09-22,West,Food & Bev,Protein Bar,2,3.78,1.89,2023,9,Sep,2023-09,50.0,Low
ORD-101722,2023-10-30,North,Clothing,Blazer,3,171.45,79.92,2023,10,Oct,2023-10,46.61,High
ORD-101723,2022-09-13,South,Office Supplies,Pen Set,1,8.2,3.27,2022,9,Sep,2022-09,39.88,Low
ORD-101724,2023-06-08,West,Furniture,Office Chair,1,68.46,24.2,2023,6,Jun,2023-06,35.35,Mid
ORD-101725,2023-11-11,East,Furniture,Whiteboard,1,25.22,8.67,2023,11,Nov,2023-11,34.38,Low
ORD-101726,2024-06-03,East,Furniture,Filing Cabinet,1,37.7,12.66,2024,6,Jun,2024-06,33.58,Low
ORD-101727,2023-09-15,West,Clothing,Jeans,3,88.89,35.85,2023,9,Sep,2023-09,40.33,Mid
ORD-101728,2023-12-08,South,Furniture,Office Chair,2,105.04,39.51,2023,12,Dec,2023-12,37.61,Mid
ORD-101729,2022-11-21,North,Food & Bev,Coffee Beans,5,57.7,26.54,2022,11,Nov,2022-11,46.0,Mid
ORD-101730,2024-02-22,North,Electronics,Keyboard,1,16.7,4.02,2024,2,Feb,2024-02,24.07,Low
ORD-101731,2023-05-17,Central,Office Supplies,Highlighters,1,4.98,1.87,2023,5,May,2023-05,37.55,Low
ORD-101732,2024-02-09,South,Food & Bev,Green Tea,8,38.64,12.32,2024,2,Feb,2024-02,31.88,Low
ORD-101733,2023-11-26,West,Electronics,Tablet,4,241.04,43.43,2023,11,Nov,2023-11,18.02,High
ORD-101734,2023-10-27,North,Food & Bev,Energy Drink,3,7.65,2.86,2023,10,Oct,2023-10,37.39,Low
ORD-101735,2023-06-27,West,Clothing,T-Shirt,2,38.68,18.46,2023,6,Jun,2023-06,47.72,Low
ORD-101736,2023-05-23,West,Food & Bev,Protein Bar,1,2.04,0.69,2023,5,May,2023-05,33.82,Low
ORD-101737,2022-09-13,West,Electronics,Headphones,4,92.12,25.08,2022,9,Sep,2022-09,27.23,Mid
ORD-101738,2024-11-11,West,Clothing,Blazer,3,161.16,72.84,2024,11,Nov,2024-11,45.2,High
ORD-101739,2022-10-22,Central,Food & Bev,Granola Mix,2,12.96,5.34,2022,10,Oct,2022-10,41.2,Low
ORD-101740,2022-09-15,Central,Office Supplies,Printer Paper,1,7.16,2.32,2022,9,Sep,2022-09,32.4,Low
ORD-101741,2023-10-25,North,Office Supplies,Binder,3,24.99,7.24,2023,10,Oct,2023-10,28.97,Low
ORD-101742,2024-01-07,East,Clothing,T-Shirt,2,28.74,16.59,2024,1,Jan,2024-01,57.72,Low
ORD-101743,2023-05-12,Central,Electronics,Headphones,5,110.95,20.38,2023,5,May,2023-05,18.37,Mid
ORD-101744,2023-06-14,East,Office Supplies,Pen Set,2,15.1,5.68,2023,6,Jun,2023-06,37.62,Low
ORD-101745,2023-05-05,Central,Furniture,Lamp,8,192.24,69.89,2023,5,May,2023-05,36.36,High
ORD-101746,2022-11-17,East,Food & Bev,Protein Bar,4,8.32,3.44,2022,11,Nov,2022-11,41.35,Low
ORD-101747,2023-02-26,East,Office Supplies,Printer Paper,3,22.65,6.99,2023,2,Feb,2023-02,30.86,Low
ORD-101748,2023-03-08,East,Furniture,Lamp,2,36.06,9.78,2023,3,Mar,2023-03,27.12,Low
ORD-101749,2022-09-11,West,Clothing,Jacket,2,83.28,34.67,2022,9,Sep,2022-09,41.63,Mid
ORD-101750,2022-06-02,Central,Furniture,Office Chair,5,235.1,60.86,2022,6,Jun,2022-06,25.89,High
ORD-101751,2023-03-18,South,Electronics,Monitor,5,241.15,58.45,2023,3,Mar,2023-03,24.24,High
ORD-101752,2023-09-06,Central,Office Supplies,Pen Set,1,9.86,3.22,2023,9,Sep,2023-09,32.66,Low
ORD-101753,2023-05-29,North,Food & Bev,Sparkling Water,2,5.1,1.87,2023,5,May,2023-05,36.67,Low
ORD-101754,2023-03-27,West,Office Supplies,Tape,4,16.84,6.01,2023,3,Mar,2023-03,35.69,Low
ORD-101755,2023-11-06,South,Office Supplies,Highlighters,3,13.2,5.73,2023,11,Nov,2023-11,43.41,Low
ORD-101756,2023-08-14,West,Office Supplies,Pen Set,1,7.2,2.82,2023,8,Aug,2023-08,39.17,Low
ORD-101757,2023-11-07,East,Clothing,Dress Shirt,4,157.8,67.63,2023,11,Nov,2023-11,42.86,High
ORD-101758,2022-11-25,East,Electronics,Smartphone,2,168.58,27.07,2022,11,Nov,2022-11,16.06,High
ORD-101759,2024-07-03,North,Office Supplies,Highlighters,3,16.59,7.14,2024,7,Jul,2024-07,43.04,Low
ORD-101760,2023-09-18,Central,Electronics,Webcam,1,22.7,3.98,2023,9,Sep,2023-09,17.53,Low
ORD-101761,2024-03-06,South,Office Supplies,Stapler,6,66.78,22.58,2024,3,Mar,2024-03,33.81,Mid
ORD-101762,2022-07-31,North,Office Supplies,Notebook,2,17.22,6.09,2022,7,Jul,2022-07,35.37,Low
ORD-101763,2022-06-10,South,Clothing,Jacket,6,313.68,129.85,2022,6,Jun,2022-06,41.4,High
ORD-101764,2024-08-09,Central,Furniture,Bookshelf,2,59.82,23.12,2024,8,Aug,2024-08,38.65,Mid
ORD-101765,2023-09-22,East,Furniture,Office Chair,3,195.15,74.67,2023,9,Sep,2023-09,38.26,High
ORD-101766,2024-07-16,East,Clothing,Boots,2,141.88,77.9,2024,7,Jul,2024-07,54.91,Mid
ORD-101767,2023-10-19,South,Office Supplies,Notebook,2,19.3,5.18,2023,10,Oct,2023-10,26.84,Low
ORD-101768,2023-04-14,East,Food & Bev,Coffee Beans,1,11.95,5.51,2023,4,Apr,2023-04,46.11,Low
ORD-101769,2023-05-21,West,Furniture,Whiteboard,2,63.76,23.03,2023,5,May,2023-05,36.12,Mid
ORD-101770,2023-08-08,West,Electronics,Keyboard,1,20.64,5.69,2023,8,Aug,2023-08,27.57,Low
ORD-101771,2023-08-15,North,Clothing,Blazer,2,140.08,53.43,2023,8,Aug,2023-08,38.14,Mid
ORD-101772,2022-08-18,North,Furniture,Whiteboard,3,108.24,37.79,2022,8,Aug,2022-08,34.91,Mid
ORD-101773,2023-02-08,South,Office Supplies,Binder,2,19.96,5.31,2023,2,Feb,2023-02,26.6,Low
ORD-101774,2023-06-23,West,Furniture,Standing Desk,4,459.0,110.41,2023,6,Jun,2023-06,24.05,High
ORD-101775,2023-01-25,South,Food & Bev,Protein Bar,1,2.38,0.82,2023,1,Jan,2023-01,34.45,Low
ORD-101776,2024-09-05,Central,Office Supplies,Binder,4,29.04,8.42,2024,9,Sep,2024-09,28.99,Low
ORD-101777,2023-08-08,South,Food & Bev,Protein Bar,2,4.88,1.81,2023,8,Aug,2023-08,37.09,Low
ORD-101778,2023-03-31,North,Electronics,Keyboard,4,91.88,14.7,2023,3,Mar,2023-03,16.0,Mid
ORD-101779,2024-06-12,West,Electronics,Mouse,3,33.78,8.26,2024,6,Jun,2024-06,24.45,Low
ORD-101780,2023-08-08,North,Furniture,Bookshelf,3,94.2,22.69,2023,8,Aug,2023-08,24.09,Mid
ORD-101781,2023-11-10,West,Office Supplies,Tape,2,8.86,2.66,2023,11,Nov,2023-11,30.02,Low
ORD-101782,2023-03-28,South,Office Supplies,Highlighters,4,19.12,6.58,2023,3,Mar,2023-03,34.41,Low
ORD-101783,2024-06-01,East,Clothing,Boots,2,101.38,50.35,2024,6,Jun,2024-06,49.66,Mid
ORD-101784,2023-07-19,South,Clothing,Sneakers,2,88.74,39.22,2023,7,Jul,2023-07,44.2,Mid
ORD-101785,2023-03-13,North,Office Supplies,Tape,2,8.94,2.38,2023,3,Mar,2023-03,26.62,Low
ORD-101786,2024-02-18,Central,Food & Bev,Energy Drink,1,3.34,1.46,2024,2,Feb,2024-02,43.71,Low
ORD-101787,2023-06-15,North,Food & Bev,Coffee Beans,4,57.16,20.08,2023,6,Jun,2023-06,35.13,Mid
ORD-101788,2023-05-02,Central,Electronics,Laptop,6,780.96,163.73,2023,5,May,2023-05,20.97,Premium
ORD-101789,2024-11-11,South,Clothing,T-Shirt,1,16.59,9.03,2024,11,Nov,2024-11,54.43,Low
ORD-101790,2024-02-10,South,Furniture,Office Chair,1,46.87,14.53,2024,2,Feb,2024-02,31.0,Low
ORD-101791,2023-10-16,Central,Furniture,Whiteboard,3,103.17,37.55,2023,10,Oct,2023-10,36.4,Mid
ORD-101792,2023-10-09,North,Electronics,Laptop,6,674.28,131.74,2023,10,Oct,2023-10,19.54,Premium
ORD-101793,2023-05-28,South,Furniture,Whiteboard,2,72.34,26.87,2023,5,May,2023-05,37.14,Mid
ORD-101794,2023-05-24,East,Clothing,Jacket,3,121.41,39.77,2023,5,May,2023-05,32.76,Mid
ORD-101795,2024-08-30,North,Furniture,Lamp,3,76.17,25.51,2024,8,Aug,2024-08,33.49,Mid
ORD-101796,2023-05-27,East,Electronics,Laptop,1,130.3,25.9,2023,5,May,2023-05,19.88,Mid
ORD-101797,2024-03-26,South,Food & Bev,Coffee Beans,2,23.8,9.13,2024,3,Mar,2024-03,38.36,Low
ORD-101798,2023-03-18,North,Office Supplies,Tape,2,6.94,2.79,2023,3,Mar,2023-03,40.2,Low
ORD-101799,2024-10-01,South,Furniture,Office Chair,1,63.7,19.6,2024,10,Oct,2024-10,30.77,Mid
ORD-101800,2023-07-24,South,Office Supplies,Notebook,1,11.21,3.49,2023,7,Jul,2023-07,31.13,Low
ORD-101801,2023-01-11,East,Office Supplies,Printer Paper,5,35.9,13.48,2023,1,Jan,2023-01,37.55,Low
ORD-101802,2024-07-02,West,Food & Bev,Granola Mix,1,6.63,2.56,2024,7,Jul,2024-07,38.61,Low
ORD-101803,2023-04-03,North,Clothing,Boots,2,104.38,53.38,2023,4,Apr,2023-04,51.14,Mid
ORD-101804,2023-09-19,East,Food & Bev,Energy Drink,1,3.27,1.4,2023,9,Sep,2023-09,42.81,Low
ORD-101805,2022-12-01,Central,Office Supplies,Highlighters,6,32.4,11.07,2022,12,Dec,2022-12,34.17,Low
ORD-101806,2023-08-08,East,Office Supplies,Pen Set,1,7.51,3.24,2023,8,Aug,2023-08,43.14,Low
ORD-101807,2023-06-28,South,Electronics,Smartphone,3,252.33,40.54,2023,6,Jun,2023-06,16.07,High
ORD-101808,2024-03-19,South,Electronics,Tablet,8,447.44,99.02,2024,3,Mar,2024-03,22.13,High
ORD-101809,2024-02-18,West,Food & Bev,Sparkling Water,5,9.9,3.62,2024,2,Feb,2024-02,36.57,Low
ORD-101810,2023-05-23,West,Electronics,Laptop,3,408.06,73.48,2023,5,May,2023-05,18.01,High
ORD-101811,2023-11-20,Central,Furniture,Lamp,1,24.81,5.3,2023,11,Nov,2023-11,21.36,Low
ORD-101812,2023-04-07,Central,Office Supplies,Binder,5,39.35,12.79,2023,4,Apr,2023-04,32.5,Low
ORD-101813,2023-06-19,South,Furniture,Filing Cabinet,3,83.16,29.62,2023,6,Jun,2023-06,35.62,Mid
ORD-101814,2024-04-29,South,Food & Bev,Energy Drink,1,3.39,1.41,2024,4,Apr,2024-04,41.59,Low
ORD-101815,2023-05-24,West,Furniture,Lamp,4,71.0,24.28,2023,5,May,2023-05,34.2,Mid
ORD-101816,2022-07-15,South,Office Supplies,Pen Set,3,22.41,6.31,2022,7,Jul,2022-07,28.16,Low
ORD-101817,2022-03-07,North,Electronics,Monitor,1,43.88,7.02,2022,3,Mar,2022-03,16.0,Low
ORD-101818,2024-04-24,West,Office Supplies,Printer Paper,2,13.26,5.39,2024,4,Apr,2024-04,40.65,Low
ORD-101819,2022-07-26,Central,Clothing,Jacket,3,162.6,60.24,2022,7,Jul,2022-07,37.05,High
ORD-101820,2023-11-24,East,Electronics,Headphones,3,79.83,15.3,2023,11,Nov,2023-11,19.17,Mid
ORD-101821,2023-10-23,West,Clothing,Sneakers,2,119.7,44.33,2023,10,Oct,2023-10,37.03,Mid
ORD-101822,2023-04-28,North,Furniture,Lamp,5,97.4,24.0,2023,4,Apr,2023-04,24.64,Mid
ORD-101823,2023-12-13,Central,Furniture,Lamp,2,40.8,15.27,2023,12,Dec,2023-12,37.43,Low
ORD-101824,2024-04-22,East,Food & Bev,Energy Drink,4,11.2,4.74,2024,4,Apr,2024-04,42.32,Low
ORD-101825,2024-08-31,West,Food & Bev,Energy Drink,1,2.7,0.94,2024,8,Aug,2024-08,34.81,Low
ORD-101826,2024-02-28,South,Food & Bev,Granola Mix,4,27.52,11.21,2024,2,Feb,2024-02,40.73,Low
ORD-101827,2023-06-16,East,Electronics,Smartphone,1,89.45,17.72,2023,6,Jun,2023-06,19.81,Mid
ORD-101828,2022-03-11,North,Food & Bev,Sparkling Water,3,6.27,2.8,2022,3,Mar,2022-03,44.66,Low
ORD-101829,2023-01-13,North,Furniture,Lamp,4,103.68,34.52,2023,1,Jan,2023-01,33.29,Mid
ORD-101830,2023-04-20,Central,Clothing,Jacket,1,43.63,22.13,2023,4,Apr,2023-04,50.72,Low
ORD-101831,2022-11-10,North,Office Supplies,Highlighters,2,11.7,4.48,2022,11,Nov,2022-11,38.29,Low
ORD-101832,2022-12-12,East,Office Supplies,Notebook,3,38.07,11.89,2022,12,Dec,2022-12,31.23,Low
ORD-101833,2024-06-21,North,Office Supplies,Stapler,1,11.32,3.07,2024,6,Jun,2024-06,27.12,Low
ORD-101834,2023-10-13,Central,Electronics,Smartphone,1,102.06,28.41,2023,10,Oct,2023-10,27.84,Mid
ORD-101835,2023-05-08,West,Office Supplies,Stapler,1,13.16,5.75,2023,5,May,2023-05,43.69,Low
ORD-101836,2024-02-19,South,Office Supplies,Tape,2,7.7,3.18,2024,2,Feb,2024-02,41.3,Low
ORD-101837,2023-10-18,East,Furniture,Standing Desk,5,393.15,98.07,2023,10,Oct,2023-10,24.94,High
ORD-101838,2022-12-27,Central,Food & Bev,Coffee Beans,1,12.07,5.73,2022,12,Dec,2022-12,47.47,Low
ORD-101839,2022-07-15,South,Electronics,Tablet,1,71.49,15.87,2022,7,Jul,2022-07,22.2,Mid
ORD-101840,2023-06-07,West,Food & Bev,Granola Mix,3,18.57,6.21,2023,6,Jun,2023-06,33.44,Low
ORD-101841,2023-07-23,Central,Office Supplies,Highlighters,1,4.32,1.54,2023,7,Jul,2023-07,35.65,Low
ORD-101842,2022-10-10,South,Clothing,Sneakers,2,128.58,45.84,2022,10,Oct,2022-10,35.65,Mid
ORD-101843,2022-03-17,West,Furniture,Filing Cabinet,1,25.79,6.2,2022,3,Mar,2022-03,24.04,Low
ORD-101844,2023-08-02,East,Office Supplies,Stapler,6,89.7,29.72,2023,8,Aug,2023-08,33.13,Mid
ORD-101845,2023-06-27,North,Office Supplies,Binder,6,44.82,15.43,2023,6,Jun,2023-06,34.43,Low
ORD-101846,2023-02-27,Central,Electronics,Keyboard,3,51.9,14.06,2023,2,Feb,2023-02,27.09,Mid
ORD-101847,2023-04-19,Central,Clothing,T-Shirt,10,163.5,95.22,2023,4,Apr,2023-04,58.24,High
ORD-101848,2024-01-10,North,Office Supplies,Highlighters,1,6.17,2.64,2024,1,Jan,2024-01,42.79,Low
ORD-101849,2023-10-07,Central,Furniture,Filing Cabinet,1,27.13,8.93,2023,10,Oct,2023-10,32.92,Low
ORD-101850,2023-06-18,West,Office Supplies,Binder,2,18.02,6.36,2023,6,Jun,2023-06,35.29,Low
ORD-101851,2023-10-21,West,Clothing,Sneakers,3,176.04,80.16,2023,10,Oct,2023-10,45.54,High
ORD-101852,2023-05-01,North,Office Supplies,Binder,3,26.79,8.6,2023,5,May,2023-05,32.1,Low
ORD-101853,2024-04-02,West,Clothing,Boots,1,61.82,27.34,2024,4,Apr,2024-04,44.23,Mid
ORD-101854,2022-08-21,South,Furniture,Standing Desk,5,556.95,119.56,2022,8,Aug,2022-08,21.47,Premium
ORD-101855,2023-03-11,Central,Electronics,Smartphone,3,244.32,52.24,2023,3,Mar,2023-03,21.38,High
ORD-101856,2023-08-12,West,Clothing,Jacket,4,194.48,70.68,2023,8,Aug,2023-08,36.34,High
ORD-101857,2023-06-17,Central,Food & Bev,Energy Drink,2,6.08,2.54,2023,6,Jun,2023-06,41.78,Low
ORD-101858,2023-07-01,South,Electronics,Headphones,1,31.89,8.03,2023,7,Jul,2023-07,25.18,Low
ORD-101859,2024-04-23,Central,Furniture,Whiteboard,8,240.24,50.5,2024,4,Apr,2024-04,21.02,High
ORD-101860,2022-08-14,North,Food & Bev,Coffee Beans,1,13.21,4.7,2022,8,Aug,2022-08,35.58,Low
ORD-101861,2024-10-16,West,Furniture,Office Chair,1,52.19,19.92,2024,10,Oct,2024-10,38.17,Mid
ORD-101862,2023-05-20,Central,Electronics,Mouse,3,34.65,5.96,2023,5,May,2023-05,17.2,Low
ORD-101863,2023-10-19,East,Clothing,Boots,1,63.01,29.2,2023,10,Oct,2023-10,46.34,Mid
ORD-101864,2023-02-12,Central,Furniture,Lamp,3,70.71,15.85,2023,2,Feb,2023-02,22.42,Mid
ORD-101865,2022-11-28,South,Clothing,Blazer,1,66.52,35.69,2022,11,Nov,2022-11,53.65,Mid
ORD-101866,2022-08-16,East,Food & Bev,Coffee Beans,1,15.48,6.16,2022,8,Aug,2022-08,39.79,Low
ORD-101867,2024-04-05,North,Food & Bev,Green Tea,3,18.24,8.62,2024,4,Apr,2024-04,47.26,Low
ORD-101868,2022-04-01,East,Furniture,Sofa,3,289.38,112.62,2022,4,Apr,2022-04,38.92,High
ORD-101869,2023-12-14,West,Furniture,Standing Desk,2,219.36,82.77,2023,12,Dec,2023-12,37.73,High
ORD-101870,2022-12-12,West,Electronics,Smartphone,6,622.62,146.29,2022,12,Dec,2022-12,23.5,Premium
ORD-101871,2022-05-29,West,Office Supplies,Printer Paper,8,53.68,13.25,2022,5,May,2022-05,24.68,Mid
ORD-101872,2023-02-09,South,Office Supplies,Highlighters,5,24.65,8.77,2023,2,Feb,2023-02,35.58,Low
ORD-101873,2023-06-25,South,Clothing,Jeans,1,33.45,12.88,2023,6,Jun,2023-06,38.51,Low
ORD-101874,2023-08-28,North,Food & Bev,Energy Drink,1,2.88,1.08,2023,8,Aug,2023-08,37.5,Low
ORD-101875,2024-02-03,North,Furniture,Filing Cabinet,1,44.29,11.0725,2024,2,Feb,2024-02,25.0,Low
ORD-101876,2023-06-11,Central,Office Supplies,Pen Set,2,18.1,7.6,2023,6,Jun,2023-06,41.99,Low
ORD-101877,2022-10-08,North,Electronics,Tablet,2,117.06,24.61,2022,10,Oct,2022-10,21.02,Mid
ORD-101878,2023-05-12,North,Furniture,Sofa,4,404.76,99.63,2023,5,May,2023-05,24.61,High
ORD-101879,2023-03-07,Central,Clothing,Jacket,1,55.99,23.81,2023,3,Mar,2023-03,42.53,Mid
ORD-101880,2023-09-09,Central,Food & Bev,Energy Drink,3,10.35,3.54,2023,9,Sep,2023-09,34.2,Low
ORD-101881,2022-07-19,West,Clothing,Dress Shirt,2,79.76,33.78,2022,7,Jul,2022-07,42.35,Mid
ORD-101882,2023-10-02,South,Electronics,Tablet,3,230.04,49.58,2023,10,Oct,2023-10,21.55,High
ORD-101883,2023-12-21,Central,Food & Bev,Energy Drink,3,7.71,3.42,2023,12,Dec,2023-12,44.36,Low
ORD-101884,2022-09-29,South,Electronics,Webcam,6,131.88,30.7,2022,9,Sep,2022-09,23.28,Mid
ORD-101885,2023-06-04,North,Furniture,Whiteboard,1,30.36,10.21,2023,6,Jun,2023-06,33.63,Low
ORD-101886,2022-12-11,East,Clothing,Jeans,3,78.45,37.04,2022,12,Dec,2022-12,47.21,Mid
ORD-101887,2023-06-02,East,Office Supplies,Pen Set,4,38.8,17.05,2023,6,Jun,2023-06,43.94,Low
ORD-101888,2022-05-27,South,Clothing,Jeans,1,33.03,10.75,2022,5,May,2022-05,32.55,Low
ORD-101889,2023-09-08,East,Office Supplies,Tape,2,10.02,4.52,2023,9,Sep,2023-09,45.11,Low
ORD-101890,2024-07-08,West,Clothing,T-Shirt,1,18.94,7.21,2024,7,Jul,2024-07,38.07,Low
ORD-101891,2022-12-04,West,Electronics,Headphones,4,86.04,17.16,2022,12,Dec,2022-12,19.94,Mid
ORD-101892,2022-08-07,West,Clothing,Boots,8,529.84,268.08,2022,8,Aug,2022-08,50.6,Premium
ORD-101893,2022-05-25,West,Food & Bev,Coffee Beans,2,23.36,11.77,2022,5,May,2022-05,50.39,Low
ORD-101894,2024-04-28,South,Office Supplies,Pen Set,3,27.81,6.97,2024,4,Apr,2024-04,25.06,Low
ORD-101895,2022-03-16,Central,Furniture,Whiteboard,4,105.04,28.34,2022,3,Mar,2022-03,26.98,Mid
ORD-101896,2022-03-17,West,Furniture,Bookshelf,1,34.23,9.52,2022,3,Mar,2022-03,27.81,Low
ORD-101897,2023-04-06,East,Electronics,Headphones,1,23.52,3.85,2023,4,Apr,2023-04,16.37,Low
ORD-101898,2023-02-06,East,Office Supplies,Binder,1,7.83,2.75,2023,2,Feb,2023-02,35.12,Low
ORD-101899,2024-01-19,North,Furniture,Whiteboard,1,24.06,8.19,2024,1,Jan,2024-01,34.04,Low
ORD-101900,2023-08-13,Central,Furniture,Sofa,4,371.92,85.07,2023,8,Aug,2023-08,22.87,High
ORD-101901,2023-08-24,Central,Clothing,Boots,2,127.7,46.32,2023,8,Aug,2023-08,36.27,Mid
ORD-101902,2023-05-16,South,Office Supplies,Notebook,3,25.71,6.84,2023,5,May,2023-05,26.6,Low
ORD-101903,2023-05-10,Central,Electronics,Tablet,1,66.51,12.78,2023,5,May,2023-05,19.22,Mid
ORD-101904,2022-12-04,North,Furniture,Standing Desk,1,82.69,18.46,2022,12,Dec,2022-12,22.32,Mid
ORD-101905,2023-03-21,North,Office Supplies,Binder,3,27.66,8.32,2023,3,Mar,2023-03,30.08,Low
ORD-101906,2022-10-24,North,Electronics,Laptop,1,143.39,34.51,2022,10,Oct,2022-10,24.07,Mid
ORD-101907,2022-11-27,Central,Furniture,Standing Desk,2,197.54,52.15,2022,11,Nov,2022-11,26.4,High
ORD-101908,2024-01-24,East,Electronics,Webcam,1,24.78,3.82,2024,1,Jan,2024-01,15.42,Low
